isbn13,Title,Authors,Average Rating,Language Code,Num Pages,Ratings Count,Text Reviews Count
9780684800714,The Sun Also Rises,['Ernest Hemingway'],3.82,eng,251,5904,551
9780684801520,The Great Gatsby,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']",3.91,eng,216,9677,1057
9780684801537,A Life in Letters,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']",4.24,eng,528,178,13
9780684801544,Tender Is the Night,['F. Scott Fitzgerald'],3.82,eng,315,90467,3227
9780684801551,The Beautiful and Damned,['F. Scott Fitzgerald'],3.75,eng,464,408,54
9780684802039,First Things First,"['Stephen R. Covey', 'A. Roger Merrill', 'Rebecca R. Merrill']",4.09,eng,384,31665,332
9780684804422,The Pat Hobby Stories,"['F. Scott Fitzgerald', 'Arnold Gingrich']",3.58,eng,192,889,96
9780684804453,The Short Stories of F. Scott Fitzgerald,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']",4.23,eng,775,903,73
9780684804484,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,['Doris Kearns Goodwin'],4.18,eng,633,36288,1118
9780684804521,The Garden of Eden,['Ernest Hemingway'],3.73,eng,248,14366,872
9780684806372,American Writers  Supplement VIII,"['Jay Parini', 'August Wilson']",0.0,eng,400,0,0
9780684807546,Comanche Moon,['Larry McMurtry'],4.02,eng,752,189,28
9780684809663,Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,['William Murray'],3.46,eng,320,35,8
9780684813219,Achilles in Vietnam: Combat Trauma and the Undoing of Character,['Jonathan Shay'],4.24,eng,272,1057,102
9780684813639,John Adams,['David McCullough'],4.06,eng,752,1785,276
9780684813783,The Making of the Atomic Bomb,['Richard Rhodes'],4.35,eng,886,13764,711
9780684816777,What To Expect: The Toddler Years,"['Heidi Murkoff', 'Arlene Eisenberg', 'Sandee Hathaway']",3.73,eng,826,28,1
9780684823782,Mere Christianity,['C.S. Lewis'],4.32,eng,191,233819,5696
9780684824482,Babylon Revisited and Other Stories,"['F. Scott Fitzgerald', 'James L.W. West III']",4.0,eng,260,4533,145
9780684824710,Darwin's Dangerous Idea: Evolution and the Meanings of Life,['Daniel C. Dennett'],4.04,eng,588,12663,227
9780684824994,A Moveable Feast,['Ernest Hemingway'],4.04,eng,211,4529,567
9780684825007,The Italians: A Full-Length Portrait Featuring Their Manners and Morals,"['Luigi Barzini', 'Joan Emerson']",3.85,eng,352,558,37
9780684825106,The Promise of Rest,"['Reynolds Price', 'Mary Bess Engel']",3.99,eng,368,251,16
9780684825892,Dostoevsky  Kierkegaard  Nietzsche and Kafka,['William Hubben'],3.56,eng,192,77,10
9780684826356,The Reawakening,"['Primo Levi', 'Stuart J. Woolf']",4.27,eng,230,1204,57
9780684826806,Survival in Auschwitz,"['Primo Levi', 'Stuart J. Woolf', 'Philip Roth']",4.31,eng,187,27701,843
9780684827216,The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,['Nadine Cohodas'],3.96,eng,309,45,5
9780684827902,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War,"['Thucydides', 'Robert B. Strassler', 'Richard Crawley', 'Victor Davis Hanson']",3.89,eng,713,1660,160
9780684829456,Three Case Histories,"['Sigmund Freud', 'Philip Rieff']",3.91,eng,282,616,19
9780684830490,The Old Man and the Sea,['Ernest Hemingway'],3.76,eng,132,628067,14689
9780684830513,The Sun Also Rises,['Ernest Hemingway'],3.82,eng,222,1599,143
9780684831541,Accordion Crimes,['Annie Proulx'],3.59,eng,432,5533,441
9780684831831,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,['Kay Redfield Jamison'],4.01,eng,384,4087,197
9780684832401,The Denial of Death,"['Ernest Becker', 'Sam Keen', 'Daniel Goleman']",4.17,eng,336,5894,542
9780684833248,Co. Aytch: A Confederate Memoir of the Civil War,['Sam R. Watkins'],4.13,eng,240,23,2
9780684836270,Exquisite Corpse,['Poppy Z. Brite'],3.79,eng,240,7783,542
9780684837864,The Short Stories,['Ernest Hemingway'],4.26,eng,464,219,22
9780684837932,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,"['Leo Tolstoy', 'Peter Sekirin']",4.1,eng,384,423,33
9780684838380,Exile,"['Blake Nelson', 'Francine Kass']",3.14,eng,288,154,13
9780684838915,The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,['Robert M. Sapolsky'],4.11,eng,288,1043,77
9780684839059,By-Line: Selected Articles and Dispatches of Four Decades,"['Ernest Hemingway', 'William M. White']",3.94,eng,512,403,31
9780684839295,The Serpent and the Rainbow,['Wade Davis'],3.91,eng,304,3233,279
9780684839370,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,"['Elisabeth Kübler', 'Ross']",4.08,eng,192,186,8
9780684839745,Good as Gold,['Joseph Heller'],3.36,eng,445,2548,98
9780684839790,Tolkien: The Illustrated Encyclopaedia,['David Day'],4.13,eng,288,3919,24
9780684841212,Something Happened,['Joseph Heller'],3.52,eng,576,5983,387
9780684841250,God Knows,['Joseph Heller'],3.8,eng,368,2896,156
9780684842233,On Death and Dying,"['Elisabeth Kübler', 'Ross']",4.16,eng,288,140,11
9780684842509,The Short Stories,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']",4.23,eng,800,11931,164
9780684842578,The Ghost Stories of Edith Wharton,"['Edith Wharton', 'Laszlo Kubinyi']",3.89,eng,303,2687,175
9780684843124,Two Girls  Fat and Thin,['Mary Gaitskill'],3.63,eng,320,1584,148
9780684843322,The Complete Short Stories of Ernest Hemingway,"['Ernest Hemingway', 'John Hemingway', 'Patrick Hemingway', 'Gregory H. Hemingway', 'Charles Scribner Jr.']",4.29,eng,650,29556,628
9780684843780,This Side of Paradise,['F. Scott Fitzgerald'],3.67,eng,288,44615,2358
9780684844077,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,"[""Robert L. O'Connell"", 'John    Batchelor']",4.08,eng,400,36,5
9780684844251,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,['Richard Rhodes'],4.01,eng,272,1084,73
9780684844640,Across the River and into the Trees,['Ernest Hemingway'],3.34,eng,272,5269,321
9780684845777,Unlimited Power: The New Science Of Personal Achievement,"['Anthony Robbins', 'Kenneth H. Blanchard', 'Jason Winters']",4.22,eng,448,23058,382
9780684846118,Tearing the Silence: On Being German in America,['Ursula Hegi'],3.86,eng,304,256,34
9780684846316,The Wheel of Life: A Memoir of Living and Dying,"['Elisabeth Kübler', 'Ross']",4.16,eng,288,1035,107
9780684846941,Kate Vaiden,['Reynolds Price'],3.91,eng,306,1313,110
9780684847559,A Backward Glance,"['Edith Wharton', 'Louis Auchincloss']",3.77,eng,385,493,71
9780684848150,Underworld,['Don DeLillo'],3.92,eng,827,1471,170
9780684848235,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,"[""Dinesh D'Souza""]",4.12,eng,304,1027,35
9780684848594,People of the Lie: The Hope for Healing Human Evil,['M. Scott Peck'],3.98,eng,272,6001,426
9780684849300,The Children's Book of America,"['William J. Bennett', 'Michael Hague']",4.17,eng,112,86,11
9780684849690,The Secret Diary of Anne Boleyn,['Robin Maxwell'],3.8,eng,281,5109,301
9780684850276,The Fall of a Sparrow,['Robert Hellenga'],3.69,eng,464,799,86
9780684850627,The Walrus Was Paul: The Great Beatle Death Clues,"['R. Gary Patterson', 'Jay Fox']",3.73,eng,208,425,37
9780684852225,Close Range,['Annie Proulx'],3.99,eng,285,12219,770
9780684852560,The Last Temptation of Christ,"['Nikos Kazantzakis', 'Peter A. Bien']",4.16,eng,506,8672,434
9780684852638,Shadow: Five Presidents and the Legacy of Watergate,['Bob Woodward'],3.71,eng,608,1014,40
9780684852706,Hamlet's Dresser: A Memoir,['Bob      Smith'],3.75,eng,288,363,62
9780684853680,Flaming Iguanas: An Illustrated All-Girl Road Novel Thing,['Erika Lopez'],3.91,eng,288,1129,111
9780684853765,Out of the Woods,['Chris Offutt'],4.06,eng,176,450,55
9780684854274,Merde!: The Real French You Were Never Taught at School,"['Geneviève', 'Michael    Heath']",3.95,eng,112,149,13
9780684854281,Merde Encore!: More of the Real French You Were Never Taught at School,"['Geneviève', 'Michael    Heath']",3.94,eng,104,45,1
9780684854298,Ernest Hemingway on Writing,"['Ernest Hemingway', 'Larry W. Phillips', 'Charles Scribner Jr.']",4.05,eng,160,2429,221
9780684854465,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,"['Howard F. Lyman', 'Glen Merzer']",4.13,eng,224,1804,165
9780684854670,The Noonday Demon: An Atlas of Depression,['Andrew Solomon'],4.17,eng,576,8749,686
9780684854731,Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,['H.W. Brands'],4.02,eng,368,98,10
9780684854755,Floating in My Mother's Palm,"['Ursula Hegi', 'John Collier', 'Francine Kass']",3.82,eng,192,2660,213
9780684856025,Cryptozoology A to Z: The Encyclopedia of Loch Monsters  Sasquatch  Chupacabras & Other Authentic Mysteries of Nature,"['Jerome Clark', 'Loren L. Coleman']",4.0,eng,272,761,34
9780684856278,Letter to a Man in the Fire: Does God Exist and Does He Care?,['Reynolds Price'],3.68,eng,112,108,22
9780684856476,The Rum Diary,['Hunter S. Thompson'],3.82,eng,224,43921,1646
9780684857084,Easy Riders  Raging Bulls,['Peter Biskind'],4.11,eng,512,5004,327
9780684858401,First Things First,"['Stephen R. Covey', 'A. Roger Merrill', 'Rebecca R. Merrill']",4.09,eng,360,157,15
9780684859231,To Have and Have Not,['Ernest Hemingway'],3.56,eng,176,18450,933
9780684860084,The 7 Habits of Highly Effective Families,['Stephen R. Covey'],4.15,eng,389,53,5
9780684862217,The Snows of Kilimanjaro and Other Stories,['Ernest Hemingway'],3.87,eng,144,24041,685
9780684865379,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,['Charles Dickens'],4.0,eng,128,1652,346
9780684865522,No Heroes: A Memoir of Coming Home,['Chris Offutt'],3.85,eng,272,179,32
9780684866222,Silent Night: The Remarkable Christmas Truce of 1914,['Stanley Weintraub'],3.6,eng,256,3989,169
9780684867427,Jukebox Queen of Malta,['Nicholas Rinaldi'],3.47,eng,368,118,18
9780684867489,Yesterday  I Cried,['Iyanla Vanzant'],4.22,eng,304,2250,147
9780684867854,Of Time and the River: A Legend of Man's Hunger in His Youth,"['Thomas Wolfe', 'Pat Conroy']",4.19,eng,896,751,42
9780684868196,Picture This,['Joseph Heller'],3.68,eng,352,1184,64
9780684868769,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,['Steven Johnson'],3.96,eng,288,2685,197
9780684871226,Lonesome Dove,['Larry McMurtry'],4.48,eng,864,481,61
9780684873169,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,['Hunter S. Thompson'],4.07,eng,784,3714,83
9780684873176,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,['Hunter S. Thompson'],4.1,eng,752,84,4
9780684873206,Hey Rube: Blood Sport  the Bush Doctrine  and the Downward Spiral of Dumbness: Modern History from the ESPN.com Sports Desk,"['Hunter S. Thompson', 'John A. Walsh']",3.68,eng,272,2242,128
9780684873213,Screwjack,['Hunter S. Thompson'],3.57,eng,64,3363,164
9780687002825,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,['Miroslav Volf'],4.27,eng,306,1895,129
9780688001292,A Short History of World War I,['James L. Stokesbury'],3.95,eng,352,343,43
9780688003470,Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),['Mary  Stewart'],4.39,eng,928,4040,171
9780688023720,Karate Is a Thing of the Spirit,['Harry Crews'],3.84,eng,218,230,11
9780688025892,The Centurion,['Leonard Wibberley'],4.06,eng,251,26,2
9780688033552,Spooks: The Haunting of America: The Private Use of Secret Agents,['Jim Hougan'],4.12,eng,478,24,0
9780688039691,Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,"['Kenneth H. Blanchard', 'Drea Zigarmi', 'Patricia Zigarmi']",3.97,eng,111,2445,113
9780688052300,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,['Robert M. Pirsig'],3.77,eng,412,414,43
9780688060695,Guidebook to Zen and the Art of Motorcycle Maintenance,"['Ronald L. DiSanto', 'Thomas J. Steele']",3.72,eng,408,271,10
9780688085872,A Short History of World War II,['James L. Stokesbury'],3.93,eng,416,454,38
9780688090258,Worlds Enough and Time (Worlds #3),['Joe Haldeman'],3.7,eng,332,322,13
9780688093389,"Stand Back  Said the Elephant  ""I'm Going to Sneeze!""","['Patricia Thomas', 'Wallace Tripp']",4.39,eng,32,958,122
9780688093686,The First Man in Rome (Masters of Rome  #1),['Colleen McCullough'],4.1,eng,896,294,47
9780688094553,Ten Days to Self-Esteem,['David D. Burns'],3.97,eng,336,408,17
9780688095130,A Short History of the Korean War,['James L. Stokesbury'],3.65,eng,280,110,9
9780688104641,The Nose,"['Nikolai Gogol', 'Kevin Hawkes']",3.9,eng,31,12246,418
9780688117221,China Court: The Hours of a Country House,['Rumer Godden'],3.98,eng,358,489,72
9780688140717,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,['Elan Golomb'],3.82,eng,272,729,80
9780688143886,Julius  the Baby of the World,['Kevin Henkes'],4.27,eng,32,6528,341
9780688143923,The Twelve Dancing Princesses,"['Marianna Mayer', 'Kinuko Y. Craft']",4.32,eng,40,83,8
9780688149482,How to Write: Advice and Reflections,['Richard Rhodes'],3.84,eng,240,152,18
9780688149895,Love Poems,['Nikki Giovanni'],4.27,eng,96,1654,124
9780688151324,Behind a Mask: The Unknown Thrillers of Louisa May Alcott,"['Louisa May Alcott', 'Madeleine B. Stern']",3.76,eng,281,1019,108
9780688152024,NYC Ballet Workout,"['Peter Martins', 'Paul Kolnik', 'Richard Corman', 'Howard  Kaplan']",4.0,eng,208,231,11
9780688153878,Kevin Trudeau's Mega Memory: How to Release Your Superpower Memory in 30 Minutes Or Less a Day,['Kevin Trudeau'],3.51,eng,368,124,14
9780688154721,Chester's Way,['Kevin Henkes'],4.22,eng,32,5021,282
9780688166250,The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,"['Carol Adrienne', 'James Redfield']",3.75,eng,320,209,28
9780688167387,Diana Vreeland,['Eleanor Dwight'],4.24,eng,320,147,17
9780688168445,All About Love: New Visions,['bell hooks'],3.99,eng,240,9201,1009
9780688171629,Naked Pictures of Famous People,['Jon Stewart'],3.59,eng,164,8623,417
9780688172176,Phantoms in the Brain: Probing the Mysteries of the Human Mind,"['V.S. Ramachandran', 'Sandra Blakeslee', 'Oliver Sacks']",4.25,eng,352,14549,512
9780688172244,The Lost Tomb,['Kent R. Weeks'],4.07,eng,384,374,24
9780688172374,Desert Flower,"['Waris Dirie', 'Cathleen Miller']",4.13,eng,240,11184,692
9780688212544,Eddie and Louella,['Carolyn Haywood'],4.0,eng,192,38,3
9780688320140,Eddie's Valuable Property,['Carolyn Haywood'],4.08,eng,192,39,2
9780689036910,Nancy Drew: Girl Detective: #1-4,['Carolyn Keene'],4.01,eng,640,2083,28
9780689104459,A Report from Group 17,"[""Robert C. O'Brien""]",3.51,eng,222,69,12
9780689118449,The Illustrated Garden Book: A New Anthology,"['Robin Lane  Fox', 'Vita Sackville', 'West', 'Freda Titford', 'Ken Kirkwood']",4.19,eng,192,1,1
9780689304576,Below the Root (Green Sky  #1),"['Zilpha Keatley Snyder', 'Alton Raible']",4.09,eng,231,40,9
9780689305641,The Wind Thief,"['Judi Barrett', 'Diane Dawson Hearn']",3.8,eng,32,4,1
9780689707490,Cloudy With a Chance of Meatballs,"['Judi Barrett', 'Ron Barrett']",4.16,eng,32,114747,1948
9780689711732,Alexander and the Terrible  Horrible  No Good  Very Bad Day,"['Judith Viorst', 'Ray Cruz']",4.22,eng,32,159680,2466
9780689716041,The Bears on Hemlock Mountain,"['Alice Dalgliesh', 'Helen Sewell']",3.78,eng,64,2017,136
9780689718762,The Fourth of July Story,"['Alice Dalgliesh', 'Marie Nonnast']",4.0,eng,32,242,17
9780689802171,My Name Is María Isabel,"['Alma Flor Ada', 'Kathryn Dyble Thompson', 'Ana M. Cerro']",3.88,eng,64,450,91
9780689804441,Come a Stranger (Tillerman Cycle  #5),['Cynthia Voigt'],3.88,eng,256,1697,77
9780689807015,Climb the Family Tree  Jesse Bear!,"['Nancy White Carlstrom', 'Bruce Degen']",3.48,eng,32,58,9
9780689817168,Rachel Field's Hitty: Her First Hundred Years,"['Rosemary Wells', 'Susan Jeffers', 'Rachel Field']",3.96,eng,112,112,23
9780689817854,Go Ask Alice,['Beatrice Sparks'],3.76,eng,185,605,68
9780689818363,The Call of the Wild,"['Jack London', 'Wendell Minor']",3.85,eng,128,181,16
9780689822841,Hitty  Her First Hundred Years,"['Rachel Field', 'Dorothy P. Lathrop']",3.85,eng,256,6850,276
9780689823824,A Child's Garden of Verses,"['Robert Louis Stevenson', 'Tasha Tudor']",4.3,eng,67,21780,415
9780689829925,The Trumpeter of Krakow,"['Eric P. Kelly', 'Janina Domanska']",3.76,eng,224,54,13
9780689833762,Sad Underwear and Other Complications: More Poems for Children and Their Parents,"['Judith Viorst', 'Richard  Hull']",3.87,eng,80,104,10
9780689834196,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,"['Deloris Jordan', 'Kadir Nelson', 'Roslyn M. Jordan']",4.21,eng,32,1054,159
9780689835612,Where Is Baby's Mommy? (A Lift-the-Flap Book),['Karen Katz'],4.15,eng,14,408,26
9780689837142,The Great Good Thing (The Sylvie Cycle  #1),['Roderick Townley'],3.9,eng,224,1729,194
9780689837180,Poppy,['Avi'],3.96,eng,163,6589,472
9780689840333,Silver on the Tree,['Susan Cooper'],4.15,eng,274,27396,482
9780689840340,Greenwitch,['Susan Cooper'],4.0,eng,147,22916,516
9780689840920,Hatchet,['Gary Paulsen'],3.7,eng,208,254827,11346
9780689841583,Are You There God? It's Me  Margaret,['Judy Blume'],3.9,eng,149,162497,4672
9780689842191,Sailor Moo: Cow at Sea,"['Lisa Wheeler', 'Ponder Goembel']",4.11,eng,32,155,41
9780689844089,Robinson Crusoe,"['Daniel Defoe', 'Avi']",3.67,eng,482,200,32
9780689845079,Dooby Dooby Moo,"['Doreen Cronin', 'Betsy Lewin']",4.1,eng,40,7689,245
9780689845338,Tehanu (Earthsea Cycle  #4),['Ursula K. Le Guin'],3.94,eng,281,1210,85
9780689845369,The Tombs of Atuan (Earthsea Cycle  #2),"['Ursula K. Le Guin', 'Margot Paronis']",4.09,eng,180,69119,1733
9780689846175,Sagwa  the Chinese Siamese Cat,"['Amy Tan', 'Gretchen Schields']",4.02,eng,40,967,54
9780689846731,Lotta on Troublemaker Street,"['Astrid Lindgren', 'Robin Preiss Glasser']",3.97,eng,55,1368,22
9780689847431,Alice's Adventures in Wonderland: A Pop-Up Adaptation,"['Robert Sabuda', 'Lewis Carroll']",4.33,eng,12,21260,104
9780689848377,Tales of Mystery and Madness,"['Edgar Allan Poe', 'Gris Grimly']",4.34,eng,135,2149,130
9780689848827,The Storm (The Lighthouse Family  #1),"['Cynthia Rylant', 'Preston McDaniels']",4.18,eng,80,401,77
9780689849121,Voting Rights Days (Hitty's Travels  #3),"['Ellen Weiss', 'Betina Ogden']",4.3,eng,75,9,2
9780689849251,Counting Christmas,['Karen Katz'],3.56,eng,32,147,23
9780689849732,Forever...,['Judy Blume'],3.62,eng,199,229,50
9780689851131,Who Wants a Cheap Rhinoceros?,['Shel Silverstein'],3.96,eng,64,1857,120
9780689851322,Homecoming (Tillerman Cycle  #1),['Cynthia Voigt'],3.93,eng,416,18348,1046
9780689851902,What a Scare  Jesse Bear,"['Nancy White Carlstrom', 'Bruce Degen']",3.47,eng,32,100,21
9780689852237,The House of the Scorpion (Matteo Alacran  #1),['Nancy Farmer'],4.1,eng,380,68128,5408
9780689854590,The Last Story (Remember Me  #3),['Christopher Pike'],3.66,eng,256,2169,61
9780689854682,Treasure Island,"['Robert Louis Stevenson', 'N.C. Wyeth', 'Timothy Meis']",3.83,eng,64,103,16
9780689855924,The Wizard's Apprentice (The Keepers  #2),"['Jackie French Koller', 'Rebecca Guay']",3.78,eng,192,345,19
9780689856747,The Call of the Wild,"['Jack London', 'Gary Paulsen']",3.85,eng,139,2146,150
9780689860065,Dragondrums (Harper Hall  #3),['Anne McCaffrey'],4.06,eng,243,27535,385
9780689860072,Dragonsinger (Harper Hall  #2),['Anne McCaffrey'],4.28,eng,288,34207,550
9780689861130,Moo  Baa  La La La!,['Sandra Boynton'],4.2,eng,14,28261,505
9780689862465,The Octopus (The Lighthouse Family  #5),"['Cynthia Rylant', 'Preston McDaniels']",4.16,eng,64,117,11
9780689863110,The Eagle (The Lighthouse Family  #3),"['Cynthia Rylant', 'Preston McDaniels']",4.08,eng,64,155,15
9780689863127,The Turtle (The Lighthouse Family  #4),"['Cynthia Rylant', 'Preston McDaniels']",4.08,eng,48,136,13
9780689863622,Dicey's Song (Tillerman Cycle  #2),['Cynthia Voigt'],3.96,eng,359,15659,577
9780689865381,Uglies (Uglies  #1),['Scott Westerfeld'],3.86,eng,425,498455,20423
9780689865398,Pretties (Uglies  #2),['Scott Westerfeld'],3.85,eng,370,206325,8796
9780689865404,Specials (Uglies  #3),['Scott Westerfeld'],3.77,eng,384,148339,6668
9780689867040,Tithe (Modern Faerie Tales  #1),['Holly Black'],3.73,eng,332,62604,3190
9780689868016,Rash,['Pete Hautman'],3.75,eng,256,2927,449
9780689868832,The Children's Homer: The Adventures of Odysseus and the Tale of Troy,"['Padraic Colum', 'Willy Pogány']",3.89,eng,256,104,15
9780689869037,Invisible,['Pete Hautman'],3.84,eng,160,2269,346
9780689869204,Always Remember Me: How One Family Survived World War II,['Marisabina Russo'],4.14,eng,48,125,36
9780689869778,¿Dónde está el ombliguito?,['Karen Katz'],4.01,spa,14,55,2
9780689869907,Beatrice's Goat,"['Page McBrier', 'Lori Lohstoeter', 'Hillary Rodham Clinton']",4.24,eng,40,523,112
9780689870163,Michael's Golden Rules,"['Deloris Jordan', 'Roslyn M. Jordan', 'Michael Jordan', 'Kadir Nelson']",3.95,eng,32,82,21
9780689870408,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),['Marissa Moss'],4.01,eng,80,616,29
9780689871313,The Nixie's Song (Beyond the Spiderwick Chronicles  #1),"['Tony DiTerlizzi', 'Holly Black']",3.73,eng,162,9611,410
9780689873195,The Au Pairs (The Au Pairs #1),['Melissa de la Cruz'],3.65,eng,294,6077,243
9780689873744,Double Identity,['Margaret Peterson Haddix'],4.02,eng,224,266,52
9780689874093,I Love Saturdays y domingos,"['Alma Flor Ada', 'Elivia Savadier']",4.03,eng,32,33,10
9780689874147,The Steps (Steps  #1),['Rachel Cohn'],3.58,eng,144,426,48
9780689875342,A Great and Terrible Beauty (Gemma Doyle #1),['Libba Bray'],3.79,eng,403,184607,8122
9780689876707,Star Bright (Star Power  #8),['Catherine Hapka'],3.67,eng,160,3,0
9780689877995,If: A Father's Advice to His Son,"['Rudyard Kipling', 'Charles R. Smith Jr.']",4.38,eng,40,543,33
9780689878558,Alanna: The First Adventure (Song of the Lioness  #1),['Tamora Pierce'],4.27,eng,274,96683,3648
9780689878565,In the Hand of the Goddess (Song of the Lioness  #2),['Tamora Pierce'],4.25,eng,264,73749,1341
9780689878572,Lioness Rampant (Song of the Lioness  #4),['Tamora Pierce'],4.29,eng,384,69728,1202
9780689878589,The Woman Who Rides Like a Man (Song of the Lioness  #3),['Tamora Pierce'],4.21,eng,284,58610,1095
9780690134490,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),"['Maud Hart Lovelace', 'Lois Lenski']",4.21,eng,180,67,6
9780690702521,The Ring And The Fire: Stories From Wagner's Nibelung Operas,['Clyde Robert Bulla'],3.67,eng,135,3,1
9780691008530,Soldiers of Destruction: The SS Death's Head Division  1933-1945,['Charles W. Sydnor Jr.'],4.0,eng,375,67,7
9780691013800,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,"['Wisława Szymborska', 'Magnus J. Kruyski']",4.33,eng,232,213,19
9780691014227,Dostoevsky: The Years of Ordeal  1850-1859,['Joseph Frank'],4.43,eng,336,143,21
9780691014524,Dostoevsky: The Stir of Liberation  1860-1865,['Joseph Frank'],4.51,eng,416,114,15
9780691015972,Dionysiac Poetics and Euripides' Bacchae,['Charles Segal'],4.62,eng,440,12,0
9780691017389,Seminar on Nietzsche's Zarathustra,"['Carl Jung', 'James L. Jarrett']",4.34,eng,352,18,2
9780691017778,The Myth of the Eternal Return or  Cosmos and History,"['Mircea Eliade', 'Willard R. Trask']",4.23,eng,195,1706,55
9780691019048,Eugene Onegin  Vol. II (Commentary),"['Alexander Pushkin', 'Vladimir Nabokov']",4.22,eng,1056,43,3
9780691019055,Eugene Onegin: A Novel in Verse (Vol. 1),"['Alexander Pushkin', 'Vladimir Nabokov']",4.22,eng,309,269,31
9780691019406,The Essential Kierkegaard,"['Søren Kierkegaard', 'Edna Hatlestad Hong', 'Howard Vincent Hong']",4.18,eng,524,1737,43
9780691019581,A Source Book in Indian Philosophy,"['Sarvepalli Radhakrishnan', 'Charles Alexander Moore', 'Kapila', 'Nandalal Sinha', 'Kautilya', 'R. Shamasastry', 'Manu', 'Georg Bühler', 'Patañjali', 'Rama Prasada', 'Nāgārjuna', 'Hermann Oldenberg', 'Susumu Yamaguchi', 'Ganganatha Jha', 'Ramanuja', 'George Thibaut', 'Pratap Chandra Ray', 'Edward J. Thomas']",4.11,eng,720,144,6
9780691019628,Fear and Trembling and The Sickness Unto Death,"['Søren Kierkegaard', 'Walter Lowrie']",4.1,eng,420,495,34
9780691020167,Philosophy and the Mirror of Nature,['Richard M. Rorty'],4.0,eng,424,2720,41
9780691020266,Fear and Trembling/Repetition,"['Søren Kierkegaard', 'Edna Hatlestad Hong', 'Howard Vincent Hong']",4.22,eng,420,4559,91
9780691020419,Either/Or  Part I,"['Søren Kierkegaard', 'Edna Hatlestad Hong', 'Howard Vincent Hong', 'David F. Swenson', 'Lillian Marvin Swenson']",4.25,eng,702,1073,35
9780691020686,Images and Symbols: Studies in Religious Symbolism,"['Mircea Eliade', 'Philip Mairet']",4.15,eng,192,337,9
9780691024172,QED: The Strange Theory of Light and Matter,['Richard Feynman'],4.24,eng,158,12904,304
9780691024714,The American Years,['Brian Boyd'],4.31,eng,800,254,22
9780691027494,The Rise of Christianity : A Sociologist Reconsiders History,['Rodney Stark'],4.04,eng,246,42,5
9780691037387,Making Democracy Work: Civic Traditions in Modern Italy,['Robert D. Putnam'],3.83,eng,280,567,33
9780691037790,Multiculturalism,"['Charles Taylor', 'Amy Gutmann', 'Michael Walzer', 'Susan R. Wolf', 'Shierry Weber Nicholsen', 'Kwame Anthony Appiah', 'Jürgen Habermas', 'Steven C. Rockefeller']",3.81,eng,192,325,17
9780691050843,The Nature of Space and Time,"['Stephen Hawking', 'Roger Penrose']",4.09,eng,152,945,37
9780691054957,The Two Tocquevilles  Father and Son,['R.R. Palmer'],2.0,eng,254,1,0
9780691062600,Dostoevsky: The Seeds of Revolt  1821–1849,['Joseph Frank'],4.29,eng,424,11,4
9780691070896,The Lives of Animals,"['J.M. Coetzee', 'Amy Gutmann', 'Peter Singer', 'Wendy Doniger', 'Barbara Smuts', 'Marjorie Garber']",3.69,eng,136,1832,132
9780691089577,Nabokov's Pale Fire: The Magic of Artistic Discovery,['Brian Boyd'],4.22,eng,320,169,24
9780691096100,The Essential John Nash,"['John F. Nash', 'Harold William Kuhn', 'Sylvia Nasar']",3.92,eng,244,76,4
9780691096124,Walden,['Henry David Thoreau'],3.79,eng,352,121540,3386
